condition,pearson_r_left,pearson_r_right,delta_r,n_common_seeds,dataset,hvg,contrast
AMIGO3_pDS434,0.42416566610336304,0.42711639404296875,-0.002950727939605713,1,adamson,200,gene_ontology - random
ARHGAP22_pDS458,0.2773672938346863,0.2811649441719055,-0.0037976503372192383,1,adamson,200,gene_ontology - random
ASCC3_pDS052,0.1935645341873169,0.1864117681980133,0.007152765989303589,1,adamson,200,gene_ontology - random
ATP5B_pDS055,0.6768940687179565,0.6737890243530273,0.0031050443649291992,1,adamson,200,gene_ontology - random
CAD_pDS468,-0.09597717225551605,-0.09657274186611176,0.0005955696105957031,1,adamson,200,gene_ontology - random
CARS_pDS460,0.8523718118667603,0.8491800427436829,0.0031917691230773926,1,adamson,200,gene_ontology - random
CCND3_pDS006,-0.11937502026557922,-0.11569782346487045,-0.0036771968007087708,1,adamson,200,gene_ontology - random
DAD1_pDS499,0.4549776613712311,0.45649516582489014,-0.0015175044536590576,1,adamson,200,gene_ontology - random
DARS_pDS495,0.7428053021430969,0.7389793992042542,0.0038259029388427734,1,adamson,200,gene_ontology - random
DDRGK1_pDS041,0.5713254809379578,0.5701693892478943,0.0011560916900634766,1,adamson,200,gene_ontology - random
DERL2_pDS042,0.5705063343048096,0.57460618019104,-0.004099845886230469,1,adamson,200,gene_ontology - random
DNAJC19_pDS026,0.9002044796943665,0.8972789645195007,0.0029255151748657227,1,adamson,200,gene_ontology - random
EIF2AK3_pBA572,0.524163007736206,0.5270364880561829,-0.0028734803199768066,1,adamson,200,gene_ontology - random
EIF2B4_pDS491,0.8573843836784363,0.8529722690582275,0.00441211462020874,1,adamson,200,gene_ontology - random
GMPPB_pDS391,0.22958680987358093,0.22845178842544556,0.001135021448135376,1,adamson,200,gene_ontology - random
GNPNAT1_pDS506,-0.13239814341068268,-0.13533161580562592,0.0029334723949432373,1,adamson,200,gene_ontology - random
Gal4-4(mod)_pBA582,0.4406169056892395,0.4444628357887268,-0.0038459300994873047,1,adamson,200,gene_ontology - random
HARS_pDS466,0.8353589773178101,0.8353718519210815,-1.2874603271484375e-05,1,adamson,200,gene_ontology - random
HSPA9_pDS088,0.7974036931991577,0.7967010140419006,0.0007026791572570801,1,adamson,200,gene_ontology - random
HYOU1_pDS089,0.3317568302154541,0.3286852240562439,0.003071606159210205,1,adamson,200,gene_ontology - random
IARS2_pDS090,0.8548094630241394,0.855963408946991,-0.0011539459228515625,1,adamson,200,gene_ontology - random
IDH3A_pDS393,0.22591432929039001,0.2245590090751648,0.0013553202152252197,1,adamson,200,gene_ontology - random
IER3IP1_pDS002,0.5866216421127319,0.5895646810531616,-0.0029430389404296875,1,adamson,200,gene_ontology - random
IER3IP1_pDS110,0.5760676860809326,0.573680579662323,0.002387106418609619,1,adamson,200,gene_ontology - random
KCTD16_pDS096,0.3684329390525818,0.36835718154907227,7.575750350952148e-05,1,adamson,200,gene_ontology - random
MRGBP_pDS124,-0.018107296898961067,-0.01721400022506714,-0.0008932966738939285,1,adamson,200,gene_ontology - random
MTHFD1_pDS395,0.135538250207901,0.13816256821155548,-0.00262431800365448,1,adamson,200,gene_ontology - random
OST4_pDS353,0.4915405511856079,0.49010998010635376,0.0014305710792541504,1,adamson,200,gene_ontology - random
P4HB_pDS397,0.16422249376773834,0.16591475903987885,-0.001692265272140503,1,adamson,200,gene_ontology - random
PDIA6_pDS029,0.04878363013267517,0.04903186857700348,-0.0002482384443283081,1,adamson,200,gene_ontology - random
PSMD4_pDS488,-0.08466701209545135,-0.08184737712144852,-0.002819634974002838,1,adamson,200,gene_ontology - random
QARS_pDS510,0.8683168888092041,0.8668956756591797,0.001421213150024414,1,adamson,200,gene_ontology - random
SAMM50_pDS156,0.8036351203918457,0.8016525506973267,0.001982569694519043,1,adamson,200,gene_ontology - random
SEC61A1_pDS031,0.6372673511505127,0.6370903253555298,0.00017702579498291016,1,adamson,200,gene_ontology - random
SEC61A1_pDS032,0.5687137842178345,0.5686306953430176,8.308887481689453e-05,1,adamson,200,gene_ontology - random
SEC61B_pDS033,0.4151687026023865,0.41795802116394043,-0.002789318561553955,1,adamson,200,gene_ontology - random
SEC61B_pDS162,0.3673473000526428,0.36902114748954773,-0.0016738474369049072,1,adamson,200,gene_ontology - random
SEL1L_pDS373,0.3645058870315552,0.3634617328643799,0.001044154167175293,1,adamson,200,gene_ontology - random
SLC39A7_pDS219,0.4428628981113434,0.4433530569076538,-0.0004901587963104248,1,adamson,200,gene_ontology - random
SLMO2_pDS433,0.8449133634567261,0.8459337949752808,-0.0010204315185546875,1,adamson,200,gene_ontology - random
SOCS1_pDS479,0.40686869621276855,0.40695279836654663,-8.410215377807617e-05,1,adamson,200,gene_ontology - random
SPCS2_pDS401,0.49596109986305237,0.49251246452331543,0.0034486353397369385,1,adamson,200,gene_ontology - random
SRPR_pDS482,-0.20421570539474487,-0.20432773232460022,0.00011202692985534668,1,adamson,200,gene_ontology - random
STT3A_pDS011,0.41203799843788147,0.41396331787109375,-0.0019253194332122803,1,adamson,200,gene_ontology - random
TIMM23_pDS284,0.7974368929862976,0.7978044748306274,-0.000367581844329834,1,adamson,200,gene_ontology - random
TMEM167A_pDS038,0.6503549814224243,0.6492065787315369,0.0011484026908874512,1,adamson,200,gene_ontology - random
TTI2_pDS408,-0.1672409623861313,-0.1734336018562317,0.006192639470100403,1,adamson,200,gene_ontology - random
UFL1_pDS410,0.56059330701828,0.5582067966461182,0.0023865103721618652,1,adamson,200,gene_ontology - random
UFM1_pDS040,0.5532078146934509,0.5518574714660645,0.0013503432273864746,1,adamson,200,gene_ontology - random
YIPF5_pDS186,0.5663769245147705,0.5643252730369568,0.0020516514778137207,1,adamson,200,gene_ontology - random
AMIGO3_pDS434,0.3756960481405258,0.35506875813007355,0.02062729001045227,2,adamson,500,combined - no_graph
ARHGAP22_pDS458,0.3606976121664047,0.37337785959243774,-0.01268024742603302,2,adamson,500,combined - no_graph
ASCC3_pDS052,0.2594204992055893,0.22168269008398056,0.037737809121608734,2,adamson,500,combined - no_graph
ATP5B_pDS055,0.658629447221756,0.6188052296638489,0.039824217557907104,2,adamson,500,combined - no_graph
CAD_pDS468,-0.09938900917768478,-0.09237190335988998,-0.0070171058177948,2,adamson,500,combined - no_graph
CARS_pDS460,0.8488576114177704,0.8301423788070679,0.018715232610702515,2,adamson,500,combined - no_graph
CCND3_pDS006,0.021639384329319,0.0613287016749382,-0.0396893173456192,2,adamson,500,combined - no_graph
DAD1_pDS499,0.45726773142814636,0.4465526342391968,0.010715097188949585,2,adamson,500,combined - no_graph
DARS_pDS495,0.7116663157939911,0.6870182454586029,0.024648070335388184,2,adamson,500,combined - no_graph
DDRGK1_pDS041,0.542812317609787,0.5277270078659058,0.015085309743881226,2,adamson,500,combined - no_graph
DERL2_pDS042,0.5596301555633545,0.5978386998176575,-0.03820854425430298,2,adamson,500,combined - no_graph
DNAJC19_pDS026,0.8880457878112793,0.8578301668167114,0.03021562099456787,2,adamson,500,combined - no_graph
EIF2AK3_pBA572,0.44751620292663574,0.46791867911815643,-0.02040247619152069,2,adamson,500,combined - no_graph
EIF2B4_pDS491,0.8489135801792145,0.8195869326591492,0.029326647520065308,2,adamson,500,combined - no_graph
GMPPB_pDS391,0.1955050751566887,0.15308622270822525,0.04241885244846344,2,adamson,500,combined - no_graph
GNPNAT1_pDS506,-0.11959648132324219,-0.13525709509849548,0.015660613775253296,2,adamson,500,combined - no_graph
Gal4-4(mod)_pBA582,0.36741743981838226,0.40630488097667694,-0.03888744115829468,2,adamson,500,combined - no_graph
HARS_pDS466,0.7976876497268677,0.7816708385944366,0.01601681113243103,2,adamson,500,combined - no_graph
HSPA9_pDS088,0.8292154371738434,0.7951536476612091,0.03406178951263428,2,adamson,500,combined - no_graph
HYOU1_pDS089,0.3720286786556244,0.348965048789978,0.023063629865646362,2,adamson,500,combined - no_graph
IARS2_pDS090,0.8638910353183746,0.8311423063278198,0.03274872899055481,2,adamson,500,combined - no_graph
IDH3A_pDS393,0.28068146109580994,0.27256105840206146,0.008120402693748474,2,adamson,500,combined - no_graph
IER3IP1_pDS002,0.5918115675449371,0.5708049833774567,0.02100658416748047,2,adamson,500,combined - no_graph
IER3IP1_pDS110,0.5390689969062805,0.5041404068470001,0.034928590059280396,2,adamson,500,combined - no_graph
KCTD16_pDS096,0.35098347067832947,0.35380446910858154,-0.002820998430252075,2,adamson,500,combined - no_graph
MRGBP_pDS124,0.10631364583969116,0.10306976735591888,0.003243878483772278,2,adamson,500,combined - no_graph
MTHFD1_pDS395,0.13577141612768173,0.13891170173883438,-0.003140285611152649,2,adamson,500,combined - no_graph
OST4_pDS353,0.4655548334121704,0.43778593838214874,0.027768895030021667,2,adamson,500,combined - no_graph
P4HB_pDS397,0.11215945333242416,0.11269774287939072,-0.0005382895469665527,2,adamson,500,combined - no_graph
PDIA6_pDS029,0.07151981070637703,0.059671277180314064,0.011848533526062965,2,adamson,500,combined - no_graph
PSMD4_pDS488,0.07798440009355545,0.10117317363619804,-0.023188773542642593,2,adamson,500,combined - no_graph
QARS_pDS510,0.8706317245960236,0.861542820930481,0.009088903665542603,2,adamson,500,combined - no_graph
SAMM50_pDS156,0.7452824115753174,0.7013001143932343,0.04398229718208313,2,adamson,500,combined - no_graph
SEC61A1_pDS031,0.6964110732078552,0.6674535870552063,0.028957486152648926,2,adamson,500,combined - no_graph
SEC61A1_pDS032,0.6387768983840942,0.6189937591552734,0.0197831392288208,2,adamson,500,combined - no_graph
SEC61B_pDS033,0.3968333303928375,0.3594135195016861,0.03741981089115143,2,adamson,500,combined - no_graph
SEC61B_pDS162,0.3537512421607971,0.30912376940250397,0.04462747275829315,2,adamson,500,combined - no_graph
SEL1L_pDS373,0.34863556921482086,0.31925269961357117,0.029382869601249695,2,adamson,500,combined - no_graph
SLC39A7_pDS219,0.3701331317424774,0.35138024389743805,0.018752887845039368,2,adamson,500,combined - no_graph
SLMO2_pDS433,0.852936714887619,0.8201469480991364,0.032789766788482666,2,adamson,500,combined - no_graph
SOCS1_pDS479,0.40891386568546295,0.3822149336338043,0.02669893205165863,2,adamson,500,combined - no_graph
SPCS2_pDS401,0.48063167929649353,0.4756424278020859,0.004989251494407654,2,adamson,500,combined - no_graph
SRPR_pDS482,-0.11068838834762573,-0.11668488010764122,0.005996491760015488,2,adamson,500,combined - no_graph
STT3A_pDS011,0.35722510516643524,0.34786295890808105,0.009362146258354187,2,adamson,500,combined - no_graph
TIMM23_pDS284,0.7638066411018372,0.7238861620426178,0.03992047905921936,2,adamson,500,combined - no_graph
TMEM167A_pDS038,0.637643039226532,0.6101443469524384,0.027498692274093628,2,adamson,500,combined - no_graph
TTI2_pDS408,-0.00670725479722023,-0.016048001125454903,0.009340746328234673,2,adamson,500,combined - no_graph
UFL1_pDS410,0.5201703906059265,0.4919629991054535,0.028207391500473022,2,adamson,500,combined - no_graph
UFM1_pDS040,0.49421024322509766,0.46580109000205994,0.02840915322303772,2,adamson,500,combined - no_graph
YIPF5_pDS186,0.5349401533603668,0.5049902498722076,0.02994990348815918,2,adamson,500,combined - no_graph
AMIGO3_pDS434,0.37397301197052,0.35506875813007355,0.018904253840446472,2,adamson,500,string_ppi - no_graph
ARHGAP22_pDS458,0.3614611178636551,0.37337785959243774,-0.011916741728782654,2,adamson,500,string_ppi - no_graph
ASCC3_pDS052,0.26029784977436066,0.22168269008398056,0.038615159690380096,2,adamson,500,string_ppi - no_graph
ATP5B_pDS055,0.6586361527442932,0.6188052296638489,0.039830923080444336,2,adamson,500,string_ppi - no_graph
CAD_pDS468,-0.09880302101373672,-0.09237190335988998,-0.006431117653846741,2,adamson,500,string_ppi - no_graph
CARS_pDS460,0.8489424884319305,0.8301423788070679,0.01880010962486267,2,adamson,500,string_ppi - no_graph
CCND3_pDS006,0.021912556141614914,0.0613287016749382,-0.03941614553332329,2,adamson,500,string_ppi - no_graph
DAD1_pDS499,0.4557557702064514,0.4465526342391968,0.009203135967254639,2,adamson,500,string_ppi - no_graph
DARS_pDS495,0.711654782295227,0.6870182454586029,0.024636536836624146,2,adamson,500,string_ppi - no_graph
DDRGK1_pDS041,0.542992502450943,0.5277270078659058,0.015265494585037231,2,adamson,500,string_ppi - no_graph
DERL2_pDS042,0.5597202777862549,0.5978386998176575,-0.03811842203140259,2,adamson,500,string_ppi - no_graph
DNAJC19_pDS026,0.8881434500217438,0.8578301668167114,0.03031328320503235,2,adamson,500,string_ppi - no_graph
EIF2AK3_pBA572,0.4454018622636795,0.46791867911815643,-0.02251681685447693,2,adamson,500,string_ppi - no_graph
EIF2B4_pDS491,0.8486792743206024,0.8195869326591492,0.029092341661453247,2,adamson,500,string_ppi - no_graph
GMPPB_pDS391,0.19732992351055145,0.15308622270822525,0.0442437008023262,2,adamson,500,string_ppi - no_graph
GNPNAT1_pDS506,-0.11861991882324219,-0.13525709509849548,0.016637176275253296,2,adamson,500,string_ppi - no_graph
Gal4-4(mod)_pBA582,0.3671194612979889,0.40630488097667694,-0.03918541967868805,2,adamson,500,string_ppi - no_graph
HARS_pDS466,0.7991175651550293,0.7816708385944366,0.01744672656059265,2,adamson,500,string_ppi - no_graph
HSPA9_pDS088,0.8285780847072601,0.7951536476612091,0.033424437046051025,2,adamson,500,string_ppi - no_graph
HYOU1_pDS089,0.37142209708690643,0.348965048789978,0.022457048296928406,2,adamson,500,string_ppi - no_graph
IARS2_pDS090,0.8631561994552612,0.8311423063278198,0.032013893127441406,2,adamson,500,string_ppi - no_graph
IDH3A_pDS393,0.2818603813648224,0.27256105840206146,0.009299322962760925,2,adamson,500,string_ppi - no_graph
IER3IP1_pDS002,0.592155933380127,0.5708049833774567,0.021350950002670288,2,adamson,500,string_ppi - no_graph
IER3IP1_pDS110,0.5400663018226624,0.5041404068470001,0.03592589497566223,2,adamson,500,string_ppi - no_graph
KCTD16_pDS096,0.35116198658943176,0.35380446910858154,-0.0026424825191497803,2,adamson,500,string_ppi - no_graph
MRGBP_pDS124,0.10509001463651657,0.10306976735591888,0.0020202472805976868,2,adamson,500,string_ppi - no_graph
MTHFD1_pDS395,0.13508320599794388,0.13891170173883438,-0.003828495740890503,2,adamson,500,string_ppi - no_graph
OST4_pDS353,0.46525314450263977,0.43778593838214874,0.027467206120491028,2,adamson,500,string_ppi - no_graph
P4HB_pDS397,0.1120998002588749,0.11269774287939072,-0.0005979426205158234,2,adamson,500,string_ppi - no_graph
PDIA6_pDS029,0.07085300609469414,0.059671277180314064,0.011181728914380074,2,adamson,500,string_ppi - no_graph
PSMD4_pDS488,0.07842962071299553,0.10117317363619804,-0.022743552923202515,2,adamson,500,string_ppi - no_graph
QARS_pDS510,0.8712781369686127,0.861542820930481,0.009735316038131714,2,adamson,500,string_ppi - no_graph
SAMM50_pDS156,0.7451911866664886,0.7013001143932343,0.043891072273254395,2,adamson,500,string_ppi - no_graph
SEC61A1_pDS031,0.6967642307281494,0.6674535870552063,0.029310643672943115,2,adamson,500,string_ppi - no_graph
SEC61A1_pDS032,0.6394968032836914,0.6189937591552734,0.02050304412841797,2,adamson,500,string_ppi - no_graph
SEC61B_pDS033,0.398079589009285,0.3594135195016861,0.03866606950759888,2,adamson,500,string_ppi - no_graph
SEC61B_pDS162,0.35298243165016174,0.30912376940250397,0.043858662247657776,2,adamson,500,string_ppi - no_graph
SEL1L_pDS373,0.3476345092058182,0.31925269961357117,0.02838180959224701,2,adamson,500,string_ppi - no_graph
SLC39A7_pDS219,0.3690302073955536,0.35138024389743805,0.01764996349811554,2,adamson,500,string_ppi - no_graph
SLMO2_pDS433,0.8520146906375885,0.8201469480991364,0.03186774253845215,2,adamson,500,string_ppi - no_graph
SOCS1_pDS479,0.4097951650619507,0.3822149336338043,0.027580231428146362,2,adamson,500,string_ppi - no_graph
SPCS2_pDS401,0.47930213809013367,0.4756424278020859,0.0036597102880477905,2,adamson,500,string_ppi - no_graph
SRPR_pDS482,-0.1082657240331173,-0.11668488010764122,0.008419156074523926,2,adamson,500,string_ppi - no_graph
STT3A_pDS011,0.35737115144729614,0.34786295890808105,0.009508192539215088,2,adamson,500,string_ppi - no_graph
TIMM23_pDS284,0.7639683783054352,0.7238861620426178,0.04008221626281738,2,adamson,500,string_ppi - no_graph
TMEM167A_pDS038,0.6367307007312775,0.6101443469524384,0.02658635377883911,2,adamson,500,string_ppi - no_graph
TTI2_pDS408,-0.006850743666291237,-0.016048001125454903,0.009197257459163666,2,adamson,500,string_ppi - no_graph
UFL1_pDS410,0.5188625454902649,0.4919629991054535,0.0268995463848114,2,adamson,500,string_ppi - no_graph
UFM1_pDS040,0.4926602691411972,0.46580109000205994,0.026859179139137268,2,adamson,500,string_ppi - no_graph
YIPF5_pDS186,0.5338304340839386,0.5049902498722076,0.028840184211730957,2,adamson,500,string_ppi - no_graph
AMIGO3_pDS434,0.3760942816734314,0.35506875813007355,0.02102552354335785,2,adamson,500,gene_ontology - no_graph
ARHGAP22_pDS458,0.3605789840221405,0.37337785959243774,-0.012798875570297241,2,adamson,500,gene_ontology - no_graph
ASCC3_pDS052,0.2592124789953232,0.22168269008398056,0.03752978891134262,2,adamson,500,gene_ontology - no_graph
ATP5B_pDS055,0.6582326889038086,0.6188052296638489,0.03942745923995972,2,adamson,500,gene_ontology - no_graph
CAD_pDS468,-0.09831992536783218,-0.09237190335988998,-0.0059480220079422,2,adamson,500,gene_ontology - no_graph
CARS_pDS460,0.8488025665283203,0.8301423788070679,0.01866018772125244,2,adamson,500,gene_ontology - no_graph
CCND3_pDS006,0.02120305597782135,0.0613287016749382,-0.04012564569711685,2,adamson,500,gene_ontology - no_graph
DAD1_pDS499,0.4578111469745636,0.4465526342391968,0.011258512735366821,2,adamson,500,gene_ontology - no_graph
DARS_pDS495,0.711810976266861,0.6870182454586029,0.024792730808258057,2,adamson,500,gene_ontology - no_graph
DDRGK1_pDS041,0.5429604053497314,0.5277270078659058,0.015233397483825684,2,adamson,500,gene_ontology - no_graph
DERL2_pDS042,0.5599593818187714,0.5978386998176575,-0.03787931799888611,2,adamson,500,gene_ontology - no_graph
DNAJC19_pDS026,0.8880733847618103,0.8578301668167114,0.030243217945098877,2,adamson,500,gene_ontology - no_graph
EIF2AK3_pBA572,0.4470241218805313,0.46791867911815643,-0.020894557237625122,2,adamson,500,gene_ontology - no_graph
EIF2B4_pDS491,0.8490390479564667,0.8195869326591492,0.029452115297317505,2,adamson,500,gene_ontology - no_graph
