condition,pearson_r_left,pearson_r_right,delta_r,n_common_seeds,dataset,hvg,contrast
KLC2,-0.1672264983256658,-0.18015683690706888,0.012930338581403097,3,replogle_k562,200,gene_ontology - no_graph
LENG8,0.2222436120112737,0.22864912947018942,-0.0064055174589157104,3,replogle_k562,200,gene_ontology - no_graph
LIN54,0.220480148990949,0.22273232539494833,-0.0022521764039993286,3,replogle_k562,200,gene_ontology - no_graph
MED1,0.5931415955225626,0.5927760203679403,0.0003655751546223958,3,replogle_k562,200,gene_ontology - no_graph
MED10,0.47485262155532837,0.4772373636563619,-0.002384742101033529,3,replogle_k562,200,gene_ontology - no_graph
MED9,0.6362354954083761,0.6335402727127075,0.0026952226956685386,3,replogle_k562,200,gene_ontology - no_graph
MRPL2,0.2622126042842865,0.2897339661916097,-0.0275213619073232,3,replogle_k562,200,gene_ontology - no_graph
MRPS14,0.2258180777231852,0.22447475294272104,0.0013433247804641724,3,replogle_k562,200,gene_ontology - no_graph
MYO1H,-0.010530240212877592,-0.013815289363265038,0.003285049150387446,3,replogle_k562,200,gene_ontology - no_graph
N6AMT1,-0.09002479414145152,-0.10785116255283356,0.017826368411382038,3,replogle_k562,200,gene_ontology - no_graph
NAA38,0.6588668823242188,0.6535700758298238,0.0052968064943949384,3,replogle_k562,200,gene_ontology - no_graph
NAF1,0.04013309876124064,0.04214679077267647,-0.0020136920114358268,3,replogle_k562,200,gene_ontology - no_graph
NUP98,0.7715728084246317,0.7706826329231262,0.0008901755015055338,3,replogle_k562,200,gene_ontology - no_graph
OIP5,-0.2275307426850001,-0.2080266922712326,-0.019504050413767498,3,replogle_k562,200,gene_ontology - no_graph
OR7A17,-0.2517782847086589,-0.25836923718452454,0.006590952475865682,3,replogle_k562,200,gene_ontology - no_graph
POP7,0.008765664572517077,0.020215726767977078,-0.011450062195460001,3,replogle_k562,200,gene_ontology - no_graph
PPP4C,0.2547634541988373,0.26665793855985004,-0.011894484361012777,3,replogle_k562,200,gene_ontology - no_graph
PSMC4,0.5961809158325195,0.5808784365653992,0.015302479267120361,3,replogle_k562,200,gene_ontology - no_graph
PSTK,0.1644352525472641,0.15222002069155374,0.012215231855710348,3,replogle_k562,200,gene_ontology - no_graph
RAB18,0.4032260278860728,0.40262887875239056,0.000597149133682251,3,replogle_k562,200,gene_ontology - no_graph
RIOK2,0.48963266611099243,0.4883668025334676,0.001265863577524821,3,replogle_k562,200,gene_ontology - no_graph
RNF8,0.48433337608973187,0.485323429107666,-0.0009900530179341633,3,replogle_k562,200,gene_ontology - no_graph
RPL10A,0.7257389426231384,0.6993540128072103,0.026384929815928142,3,replogle_k562,200,gene_ontology - no_graph
RPL13,0.7007938226064047,0.6744430859883627,0.026350736618041992,3,replogle_k562,200,gene_ontology - no_graph
RPL3,0.5132043162981669,0.5085756778717041,0.0046286384264628095,3,replogle_k562,200,gene_ontology - no_graph
RPL5,0.7543071309725443,0.7296984593073527,0.02460867166519165,3,replogle_k562,200,gene_ontology - no_graph
RPS20,0.5983464320500692,0.5808998545010885,0.017446577548980713,3,replogle_k562,200,gene_ontology - no_graph
RRM2,0.5729590455691019,0.5397714376449585,0.03318760792414347,3,replogle_k562,200,gene_ontology - no_graph
SLC35B1,-0.058982000996669136,-0.061714774618546166,0.0027327736218770346,3,replogle_k562,200,gene_ontology - no_graph
SMG5,0.33421702186266583,0.3292612632115682,0.004955758651097615,3,replogle_k562,200,gene_ontology - no_graph
TICRR,0.5488774379094442,0.5526957313219706,-0.0038182934125264487,3,replogle_k562,200,gene_ontology - no_graph
TIMM9,0.34642969568570453,0.3464108208815257,1.88748041788737e-05,3,replogle_k562,200,gene_ontology - no_graph
TRA2B,0.17138241728146872,0.1746052453915278,-0.0032228281100591025,3,replogle_k562,200,gene_ontology - no_graph
TUBGCP2,0.3885747492313385,0.38792625069618225,0.00064849853515625,3,replogle_k562,200,gene_ontology - no_graph
UBL5,0.6983744303385416,0.6979359785715739,0.00043845176696777344,3,replogle_k562,200,gene_ontology - no_graph
WTAP,0.08443176498015721,0.09192815919717152,-0.007496394217014313,3,replogle_k562,200,gene_ontology - no_graph
ZNF687,0.012829062218467394,0.002419902632633845,0.01040915958583355,3,replogle_k562,200,gene_ontology - no_graph
ANAPC15,0.29508109887441,0.30201686422030133,-0.0069357653458913164,3,replogle_k562,200,random - no_graph
ASF1B,-0.11976566165685654,-0.12187353521585464,0.002107873558998108,3,replogle_k562,200,random - no_graph
BUB1,0.5989933411280314,0.600280781586965,-0.0012874404589335124,3,replogle_k562,200,random - no_graph
C9orf16,-0.2451950560013453,-0.24666105210781097,0.0014659961064656575,3,replogle_k562,200,random - no_graph
CADM4,-0.15381615360577902,-0.16986086467901865,0.016044711073239643,3,replogle_k562,200,random - no_graph
CDAN1,0.5098254879315695,0.5132995049158732,-0.0034740169843037925,3,replogle_k562,200,random - no_graph
CHORDC1,0.12145779530207317,0.09738500664631526,0.024072788655757904,3,replogle_k562,200,random - no_graph
CIAO1,0.25509809454282123,0.2553515632947286,-0.00025346875190734863,3,replogle_k562,200,random - no_graph
EIF1AX,0.5872238278388977,0.5903593103090922,-0.0031354824701944986,3,replogle_k562,200,random - no_graph
EIF3E,0.4055582483609517,0.39716463287671405,0.008393615484237671,3,replogle_k562,200,random - no_graph
EIF3M,0.49484044313430786,0.503527839978536,-0.00868739684422811,3,replogle_k562,200,random - no_graph
HNRNPH1,0.36113131046295166,0.360519011815389,0.0006122986475626627,3,replogle_k562,200,random - no_graph
KIF11,0.3932242492834727,0.40026530623435974,-0.007041056950887044,3,replogle_k562,200,random - no_graph
KLC2,-0.16242937743663788,-0.18015683690706888,0.01772745947043101,3,replogle_k562,200,random - no_graph
LENG8,0.22113541762034097,0.22864912947018942,-0.00751371184984843,3,replogle_k562,200,random - no_graph
LIN54,0.22157849868138632,0.22273232539494833,-0.0011538267135620117,3,replogle_k562,200,random - no_graph
MED1,0.590944250424703,0.5927760203679403,-0.0018317699432373047,3,replogle_k562,200,random - no_graph
MED10,0.4820568064848582,0.4772373636563619,0.004819442828496297,3,replogle_k562,200,random - no_graph
MED9,0.637187639872233,0.6335402727127075,0.0036473671595255532,3,replogle_k562,200,random - no_graph
MRPL2,0.2576093375682831,0.2897339661916097,-0.03212462862332662,3,replogle_k562,200,random - no_graph
MRPS14,0.19382245341936746,0.22447475294272104,-0.030652299523353577,3,replogle_k562,200,random - no_graph
MYO1H,-0.01180011344452699,-0.013815289363265038,0.002015175918738047,3,replogle_k562,200,random - no_graph
N6AMT1,-0.08397099375724792,-0.10785116255283356,0.023880168795585632,3,replogle_k562,200,random - no_graph
NAA38,0.6592363516489664,0.6535700758298238,0.005666275819142659,3,replogle_k562,200,random - no_graph
NAF1,0.04065908739964167,0.04214679077267647,-0.001487703373034795,3,replogle_k562,200,random - no_graph
NUP98,0.7685367465019226,0.7706826329231262,-0.0021458864212036133,3,replogle_k562,200,random - no_graph
OIP5,-0.21112372974554697,-0.2080266922712326,-0.0030970374743143716,3,replogle_k562,200,random - no_graph
OR7A17,-0.25172650814056396,-0.25836923718452454,0.006642729043960571,3,replogle_k562,200,random - no_graph
POP7,0.0057187216977278394,0.020215726767977078,-0.014497005070249239,3,replogle_k562,200,random - no_graph
PPP4C,0.2732791105906169,0.26665793855985004,0.006621172030766805,3,replogle_k562,200,random - no_graph
PSMC4,0.5977656443913778,0.5808784365653992,0.016887207825978596,3,replogle_k562,200,random - no_graph
PSTK,0.10635938805838425,0.15222002069155374,-0.045860632633169494,3,replogle_k562,200,random - no_graph
RAB18,0.3965415159861247,0.40262887875239056,-0.006087362766265869,3,replogle_k562,200,random - no_graph
RIOK2,0.48698678612709045,0.4883668025334676,-0.0013800164063771565,3,replogle_k562,200,random - no_graph
RNF8,0.4863567650318146,0.485323429107666,0.0010333359241485596,3,replogle_k562,200,random - no_graph
RPL10A,0.7222186724344889,0.6993540128072103,0.022864659627278645,3,replogle_k562,200,random - no_graph
RPL13,0.7008223732312521,0.6744430859883627,0.026379287242889404,3,replogle_k562,200,random - no_graph
RPL3,0.5084834098815918,0.5085756778717041,-9.226799011230469e-05,3,replogle_k562,200,random - no_graph
RPL5,0.603624145189921,0.7296984593073527,-0.12607431411743164,3,replogle_k562,200,random - no_graph
RPS20,0.584227462609609,0.5808998545010885,0.003327608108520508,3,replogle_k562,200,random - no_graph
RRM2,0.3394847760597865,0.5397714376449585,-0.20028666158517203,3,replogle_k562,200,random - no_graph
SLC35B1,-0.05758908887704214,-0.061714774618546166,0.004125685741504033,3,replogle_k562,200,random - no_graph
SMG5,0.3368484874566396,0.3292612632115682,0.007587224245071411,3,replogle_k562,200,random - no_graph
TICRR,0.5498586893081665,0.5526957313219706,-0.0028370420138041177,3,replogle_k562,200,random - no_graph
TIMM9,0.34850550691286725,0.3464108208815257,0.0020946860313415527,3,replogle_k562,200,random - no_graph
TRA2B,0.1702570766210556,0.1746052453915278,-0.004348168770472209,3,replogle_k562,200,random - no_graph
TUBGCP2,0.3842129309972127,0.38792625069618225,-0.003713319698969523,3,replogle_k562,200,random - no_graph
UBL5,0.6955169439315796,0.6979359785715739,-0.0024190346399943032,3,replogle_k562,200,random - no_graph
WTAP,0.07699004809061687,0.09192815919717152,-0.014938111106554667,3,replogle_k562,200,random - no_graph
ZNF687,0.01486422928671042,0.002419902632633845,0.012444326654076576,3,replogle_k562,200,random - no_graph
ANAPC15,0.29569334785143536,0.29508109887441,0.00061224897702535,3,replogle_k562,200,combined - random
ASF1B,-0.1183711513876915,-0.11976566165685654,0.001394510269165039,3,replogle_k562,200,combined - random
BUB1,0.5927223364512125,0.5989933411280314,-0.006271004676818848,3,replogle_k562,200,combined - random
C9orf16,-0.24408534169197083,-0.2451950560013453,0.0011097143093744914,3,replogle_k562,200,combined - random
CADM4,-0.15546840926011404,-0.15381615360577902,-0.001652255654335022,3,replogle_k562,200,combined - random
CDAN1,0.5082288583119711,0.5098254879315695,-0.0015966296195983887,3,replogle_k562,200,combined - random
CHORDC1,0.12049521754185359,0.12145779530207317,-0.000962577760219574,3,replogle_k562,200,combined - random
CIAO1,0.2550248404343923,0.25509809454282123,-7.325410842895508e-05,3,replogle_k562,200,combined - random
EIF1AX,0.5883577863375345,0.5872238278388977,0.0011339584986368816,3,replogle_k562,200,combined - random
EIF3E,0.41207267840703327,0.4055582483609517,0.006514430046081543,3,replogle_k562,200,combined - random
EIF3M,0.5064993500709534,0.49484044313430786,0.011658906936645508,3,replogle_k562,200,combined - random
HNRNPH1,0.35220789909362793,0.36113131046295166,-0.00892341136932373,3,replogle_k562,200,combined - random
KIF11,0.40093375245730084,0.3932242492834727,0.007709503173828125,3,replogle_k562,200,combined - random
KLC2,-0.16504613061745962,-0.16242937743663788,-0.002616753180821737,3,replogle_k562,200,combined - random
LENG8,0.22345765928427377,0.22113541762034097,0.0023222416639328003,3,replogle_k562,200,combined - random
LIN54,0.2211900254090627,0.22157849868138632,-0.0003884732723236084,3,replogle_k562,200,combined - random
MED1,0.5909210046132406,0.590944250424703,-2.3245811462402344e-05,3,replogle_k562,200,combined - random
MED10,0.47388458251953125,0.4820568064848582,-0.008172223965326944,3,replogle_k562,200,combined - random
MED9,0.6343952020009359,0.637187639872233,-0.0027924378712972007,3,replogle_k562,200,combined - random
MRPL2,0.26149798432985943,0.2576093375682831,0.0038886467615763345,3,replogle_k562,200,combined - random
MRPS14,0.22638737161954245,0.19382245341936746,0.032564918200174965,3,replogle_k562,200,combined - random
MYO1H,-0.010666605085134506,-0.01180011344452699,0.001133508359392484,3,replogle_k562,200,combined - random
N6AMT1,-0.08975174278020859,-0.08397099375724792,-0.005780749022960663,3,replogle_k562,200,combined - random
NAA38,0.6590176820755005,0.6592363516489664,-0.00021866957346598306,3,replogle_k562,200,combined - random
NAF1,0.03729958087205887,0.04065908739964167,-0.0033595065275828042,3,replogle_k562,200,combined - random
NUP98,0.7688249548276266,0.7685367465019226,0.0002882083257039388,3,replogle_k562,200,combined - random
OIP5,-0.22961726288000742,-0.21112372974554697,-0.01849353313446045,3,replogle_k562,200,combined - random
OR7A17,-0.250017782052358,-0.25172650814056396,0.0017087260882059734,3,replogle_k562,200,combined - random
POP7,0.008349694311618805,0.0057187216977278394,0.002630972613890966,3,replogle_k562,200,combined - random
PPP4C,0.2594346801439921,0.2732791105906169,-0.013844430446624756,3,replogle_k562,200,combined - random
PSMC4,0.5972414016723633,0.5977656443913778,-0.0005242427190144857,3,replogle_k562,200,combined - random
PSTK,0.1650457282861074,0.10635938805838425,0.05868634022772312,3,replogle_k562,200,combined - random
RAB18,0.399006724357605,0.3965415159861247,0.002465208371480306,3,replogle_k562,200,combined - random
RIOK2,0.4868018925189972,0.48698678612709045,-0.00018489360809326172,3,replogle_k562,200,combined - random
RNF8,0.4854433437188466,0.4863567650318146,-0.0009134213129679362,3,replogle_k562,200,combined - random
RPL10A,0.7254314025243124,0.7222186724344889,0.003212730089823405,3,replogle_k562,200,combined - random
RPL13,0.7009275952974955,0.7008223732312521,0.00010522206624348958,3,replogle_k562,200,combined - random
RPL3,0.513216515382131,0.5084834098815918,0.004733105500539144,3,replogle_k562,200,combined - random
RPL5,0.75527556737264,0.603624145189921,0.1516514221827189,3,replogle_k562,200,combined - random
RPS20,0.5987635652224222,0.584227462609609,0.014536102612813314,3,replogle_k562,200,combined - random
RRM2,0.6053688128789266,0.3394847760597865,0.26588403681914013,3,replogle_k562,200,combined - random
SLC35B1,-0.05886014302571615,-0.05758908887704214,-0.0012710541486740112,3,replogle_k562,200,combined - random
SMG5,0.3359386622905731,0.3368484874566396,-0.0009098251660664877,3,replogle_k562,200,combined - random
TICRR,0.5495845874150594,0.5498586893081665,-0.00027410189310709637,3,replogle_k562,200,combined - random
TIMM9,0.3458738724390666,0.34850550691286725,-0.002631634473800659,3,replogle_k562,200,combined - random
TRA2B,0.1709939589103063,0.1702570766210556,0.0007368822892506918,3,replogle_k562,200,combined - random
TUBGCP2,0.3894091645876567,0.3842129309972127,0.005196233590443929,3,replogle_k562,200,combined - random
UBL5,0.6977326075236002,0.6955169439315796,0.0022156635920206704,3,replogle_k562,200,combined - random
WTAP,0.08348069588343303,0.07699004809061687,0.006490647792816162,3,replogle_k562,200,combined - random
ZNF687,0.01344529539346695,0.01486422928671042,-0.0014189338932434719,3,replogle_k562,200,combined - random
ANAPC15,0.2968732714653015,0.29508109887441,0.0017921725908915203,3,replogle_k562,200,string_ppi - random
ASF1B,-0.11929670472939809,-0.11976566165685654,0.00046895692745844525,3,replogle_k562,200,string_ppi - random
BUB1,0.5931096275647482,0.5989933411280314,-0.005883713563283284,3,replogle_k562,200,string_ppi - random
C9orf16,-0.24427750209967294,-0.2451950560013453,0.0009175539016723633,3,replogle_k562,200,string_ppi - random
CADM4,-0.15643166502316794,-0.15381615360577902,-0.002615511417388916,3,replogle_k562,200,string_ppi - random
CDAN1,0.5084898670514425,0.5098254879315695,-0.0013356208801269531,3,replogle_k562,200,string_ppi - random
CHORDC1,0.12079553802808125,0.12145779530207317,-0.0006622572739919027,3,replogle_k562,200,string_ppi - random
CIAO1,0.25442764163017273,0.25509809454282123,-0.0006704529126485189,3,replogle_k562,200,string_ppi - random
EIF1AX,0.5874243974685669,0.5872238278388977,0.00020056962966918945,3,replogle_k562,200,string_ppi - random
EIF3E,0.41240846117337543,0.4055582483609517,0.006850212812423706,3,replogle_k562,200,string_ppi - random
EIF3M,0.5038540363311768,0.49484044313430786,0.009013593196868896,3,replogle_k562,200,string_ppi - random
HNRNPH1,0.3537628948688507,0.36113131046295166,-0.007368415594100952,3,replogle_k562,200,string_ppi - random
KIF11,0.4012427031993866,0.3932242492834727,0.0080184539159139,3,replogle_k562,200,string_ppi - random
KLC2,-0.16474093000094095,-0.16242937743663788,-0.00231155256430308,3,replogle_k562,200,string_ppi - random
LENG8,0.22374908129374185,0.22113541762034097,0.002613663673400879,3,replogle_k562,200,string_ppi - random
LIN54,0.22237873077392578,0.22157849868138632,0.0008002320925394694,3,replogle_k562,200,string_ppi - random
MED1,0.5911428332328796,0.590944250424703,0.00019858280817667642,3,replogle_k562,200,string_ppi - random
MED10,0.47404105464617413,0.4820568064848582,-0.008015751838684082,3,replogle_k562,200,string_ppi - random
MED9,0.6358317534128824,0.637187639872233,-0.001355886459350586,3,replogle_k562,200,string_ppi - random
MRPL2,0.2607440948486328,0.2576093375682831,0.0031347572803497314,3,replogle_k562,200,string_ppi - random
MRPS14,0.2261039266983668,0.19382245341936746,0.03228147327899933,3,replogle_k562,200,string_ppi - random
MYO1H,-0.011491398637493452,-0.01180011344452699,0.0003087148070335388,3,replogle_k562,200,string_ppi - random
N6AMT1,-0.08985411872466405,-0.08397099375724792,-0.005883124967416127,3,replogle_k562,200,string_ppi - random
NAA38,0.658632496992747,0.6592363516489664,-0.0006038546562194824,3,replogle_k562,200,string_ppi - random
NAF1,0.03910368929306666,0.04065908739964167,-0.0015553981065750122,3,replogle_k562,200,string_ppi - random
NUP98,0.7692004044850668,0.7685367465019226,0.0006636579831441244,3,replogle_k562,200,string_ppi - random
OIP5,-0.22961698472499847,-0.21112372974554697,-0.018493254979451496,3,replogle_k562,200,string_ppi - random
OR7A17,-0.25127023458480835,-0.25172650814056396,0.00045627355575561523,3,replogle_k562,200,string_ppi - random
POP7,0.009488380203644434,0.0057187216977278394,0.0037696585059165955,3,replogle_k562,200,string_ppi - random
PPP4C,0.25675912698109943,0.2732791105906169,-0.016519983609517414,3,replogle_k562,200,string_ppi - random
PSMC4,0.5982870062192281,0.5977656443913778,0.0005213618278503418,3,replogle_k562,200,string_ppi - random
PSTK,0.1639709621667862,0.10635938805838425,0.05761157410840193,3,replogle_k562,200,string_ppi - random
RAB18,0.40089020133018494,0.3965415159861247,0.004348685344060262,3,replogle_k562,200,string_ppi - random
RIOK2,0.48918675382932025,0.48698678612709045,0.002199967702229818,3,replogle_k562,200,string_ppi - random
RNF8,0.4834161202112834,0.4863567650318146,-0.0029406448205312095,3,replogle_k562,200,string_ppi - random
RPL10A,0.7264813383420309,0.7222186724344889,0.004262665907541911,3,replogle_k562,200,string_ppi - random
RPL13,0.7011089126269022,0.7008223732312521,0.00028653939565022785,3,replogle_k562,200,string_ppi - random
RPL3,0.5124266942342123,0.5084834098815918,0.003943284352620442,3,replogle_k562,200,string_ppi - random
RPL5,0.7561677893002828,0.603624145189921,0.15254364411036173,3,replogle_k562,200,string_ppi - random
RPS20,0.6000183820724487,0.584227462609609,0.015790919462839764,3,replogle_k562,200,string_ppi - random
RRM2,0.5873424609502157,0.3394847760597865,0.24785768489042917,3,replogle_k562,200,string_ppi - random
SLC35B1,-0.05816618477304777,-0.05758908887704214,-0.0005770958960056305,3,replogle_k562,200,string_ppi - random
SMG5,0.33492674430211383,0.3368484874566396,-0.0019217431545257568,3,replogle_k562,200,string_ppi - random
TICRR,0.5491198301315308,0.5498586893081665,-0.0007388591766357422,3,replogle_k562,200,string_ppi - random
TIMM9,0.3462962905565898,0.34850550691286725,-0.002209216356277466,3,replogle_k562,200,string_ppi - random
TRA2B,0.17088471353054047,0.1702570766210556,0.0006276369094848633,3,replogle_k562,200,string_ppi - random
TUBGCP2,0.38849008083343506,0.3842129309972127,0.004277149836222331,3,replogle_k562,200,string_ppi - random
UBL5,0.6982516249020895,0.6955169439315796,0.002734680970509847,3,replogle_k562,200,string_ppi - random
WTAP,0.08276136467854182,0.07699004809061687,0.005771316587924957,3,replogle_k562,200,string_ppi - random
ZNF687,0.012168773139516512,0.01486422928671042,-0.0026954561471939087,3,replogle_k562,200,string_ppi - random
ANAPC15,0.29836584130922955,0.29508109887441,0.0032847424348195395,3,replogle_k562,200,gene_ontology - random
ASF1B,-0.1184039240082105,-0.11976566165685654,0.0013617376486460369,3,replogle_k562,200,gene_ontology - random
BUB1,0.5943599939346313,0.5989933411280314,-0.004633347193400065,3,replogle_k562,200,gene_ontology - random
C9orf16,-0.24369879066944122,-0.2451950560013453,0.0014962653319040935,3,replogle_k562,200,gene_ontology - random
CADM4,-0.15546806653340658,-0.15381615360577902,-0.0016519129276275635,3,replogle_k562,200,gene_ontology - random
CDAN1,0.5095993280410767,0.5098254879315695,-0.00022615989049275717,3,replogle_k562,200,gene_ontology - random
CHORDC1,0.11814165115356445,0.12145779530207317,-0.0033161441485087075,3,replogle_k562,200,gene_ontology - random
CIAO1,0.2551986177762349,0.25509809454282123,0.00010052323341369629,3,replogle_k562,200,gene_ontology - random
EIF1AX,0.5884813467661539,0.5872238278388977,0.0012575189272562663,3,replogle_k562,200,gene_ontology - random
EIF3E,0.41177905599276227,0.4055582483609517,0.006220807631810506,3,replogle_k562,200,gene_ontology - random
EIF3M,0.5063857436180115,0.49484044313430786,0.011545300483703613,3,replogle_k562,200,gene_ontology - random
HNRNPH1,0.3543174664179484,0.36113131046295166,-0.006813844045003255,3,replogle_k562,200,gene_ontology - random
KIF11,0.40199585755666095,0.3932242492834727,0.008771608273188273,3,replogle_k562,200,gene_ontology - random
KLC2,-0.1672264983256658,-0.16242937743663788,-0.004797120889027913,3,replogle_k562,200,gene_ontology - random
LENG8,0.2222436120112737,0.22113541762034097,0.001108194390932719,3,replogle_k562,200,gene_ontology - random
LIN54,0.220480148990949,0.22157849868138632,-0.001098349690437317,3,replogle_k562,200,gene_ontology - random
MED1,0.5931415955225626,0.590944250424703,0.0021973450978597007,3,replogle_k562,200,gene_ontology - random
MED10,0.47485262155532837,0.4820568064848582,-0.007204184929529826,3,replogle_k562,200,gene_ontology - random
MED9,0.6362354954083761,0.637187639872233,-0.000952144463857015,3,replogle_k562,200,gene_ontology - random
MRPL2,0.2622126042842865,0.2576093375682831,0.004603266716003418,3,replogle_k562,200,gene_ontology - random
MRPS14,0.2258180777231852,0.19382245341936746,0.03199562430381775,3,replogle_k562,200,gene_ontology - random
MYO1H,-0.010530240212877592,-0.01180011344452699,0.0012698732316493988,3,replogle_k562,200,gene_ontology - random
N6AMT1,-0.09002479414145152,-0.08397099375724792,-0.006053800384203593,3,replogle_k562,200,gene_ontology - random
NAA38,0.6588668823242188,0.6592363516489664,-0.00036946932474772137,3,replogle_k562,200,gene_ontology - random
NAF1,0.04013309876124064,0.04065908739964167,-0.0005259886384010315,3,replogle_k562,200,gene_ontology - random
NUP98,0.7715728084246317,0.7685367465019226,0.003036061922709147,3,replogle_k562,200,gene_ontology - random
OIP5,-0.2275307426850001,-0.21112372974554697,-0.016407012939453125,3,replogle_k562,200,gene_ontology - random
OR7A17,-0.2517782847086589,-0.25172650814056396,-5.177656809488932e-05,3,replogle_k562,200,gene_ontology - random
POP7,0.008765664572517077,0.0057187216977278394,0.003046942874789238,3,replogle_k562,200,gene_ontology - random
PPP4C,0.2547634541988373,0.2732791105906169,-0.018515656391779583,3,replogle_k562,200,gene_ontology - random
PSMC4,0.5961809158325195,0.5977656443913778,-0.0015847285588582356,3,replogle_k562,200,gene_ontology - random
PSTK,0.1644352525472641,0.10635938805838425,0.05807586448887984,3,replogle_k562,200,gene_ontology - random
RAB18,0.4032260278860728,0.3965415159861247,0.00668451189994812,3,replogle_k562,200,gene_ontology - random
RIOK2,0.48963266611099243,0.48698678612709045,0.0026458799839019775,3,replogle_k562,200,gene_ontology - random
RNF8,0.48433337608973187,0.4863567650318146,-0.002023388942082723,3,replogle_k562,200,gene_ontology - random
RPL10A,0.7257389426231384,0.7222186724344889,0.0035202701886494956,3,replogle_k562,200,gene_ontology - random
RPL13,0.7007938226064047,0.7008223732312521,-2.855062484741211e-05,3,replogle_k562,200,gene_ontology - random
RPL3,0.5132043162981669,0.5084834098815918,0.004720906416575114,3,replogle_k562,200,gene_ontology - random
RPL5,0.7543071309725443,0.603624145189921,0.1506829857826233,3,replogle_k562,200,gene_ontology - random
RPS20,0.5983464320500692,0.584227462609609,0.014118969440460205,3,replogle_k562,200,gene_ontology - random
RRM2,0.5729590455691019,0.3394847760597865,0.2334742695093155,3,replogle_k562,200,gene_ontology - random
SLC35B1,-0.058982000996669136,-0.05758908887704214,-0.001392912119626999,3,replogle_k562,200,gene_ontology - random
SMG5,0.33421702186266583,0.3368484874566396,-0.0026314655939737954,3,replogle_k562,200,gene_ontology - random
TICRR,0.5488774379094442,0.5498586893081665,-0.0009812513987223308,3,replogle_k562,200,gene_ontology - random
TIMM9,0.34642969568570453,0.34850550691286725,-0.002075811227162679,3,replogle_k562,200,gene_ontology - random
TRA2B,0.17138241728146872,0.1702570766210556,0.0011253406604131062,3,replogle_k562,200,gene_ontology - random
TUBGCP2,0.3885747492313385,0.3842129309972127,0.004361818234125773,3,replogle_k562,200,gene_ontology - random
UBL5,0.6983744303385416,0.6955169439315796,0.0028574864069620767,3,replogle_k562,200,gene_ontology - random
WTAP,0.08443176498015721,0.07699004809061687,0.007441716889540355,3,replogle_k562,200,gene_ontology - random
ZNF687,0.012829062218467394,0.01486422928671042,-0.0020351670682430267,3,replogle_k562,200,gene_ontology - random
ANAPC15,0.2023808260758718,0.2068122774362564,-0.0044314513603846235,3,replogle_k562,500,combined - no_graph
ASF1B,-0.07385051747163136,-0.07500484834114711,0.0011543308695157368,3,replogle_k562,500,combined - no_graph
BUB1,0.6591811776161194,0.7465482354164124,-0.08736705780029297,3,replogle_k562,500,combined - no_graph
C9orf16,-0.1459788680076599,-0.15041976670424143,0.004440898696581523,3,replogle_k562,500,combined - no_graph
CADM4,-0.1245071788628896,-0.1306790163119634,0.0061718374490737915,3,replogle_k562,500,combined - no_graph
CDAN1,0.5091443657875061,0.5131207704544067,-0.003976404666900635,3,replogle_k562,500,combined - no_graph
CHORDC1,0.07306599865357082,0.06164496640364329,0.01142103224992752,3,replogle_k562,500,combined - no_graph
CIAO1,0.25799768169720966,0.25654194752375287,0.0014557341734568279,3,replogle_k562,500,combined - no_graph
EIF1AX,0.520745575428009,0.5237078865369161,-0.002962311108907064,3,replogle_k562,500,combined - no_graph
EIF3E,0.3699417511622111,0.35330188274383545,0.016639868418375652,3,replogle_k562,500,combined - no_graph
EIF3M,0.4490877687931061,0.44532618920008343,0.0037615795930226645,3,replogle_k562,500,combined - no_graph
HNRNPH1,0.3905056218306224,0.39321668942769367,-0.0027110675970713296,3,replogle_k562,500,combined - no_graph
KIF11,0.3926098048686981,0.5241290330886841,-0.13151922821998596,3,replogle_k562,500,combined - no_graph
KLC2,-0.13849247495333353,-0.1459470440944036,0.007454569141070048,3,replogle_k562,500,combined - no_graph
LENG8,0.19868989288806915,0.20471965769926706,-0.006029764811197917,3,replogle_k562,500,combined - no_graph
LIN54,0.19364300866921744,0.1965771516164144,-0.0029341429471969604,3,replogle_k562,500,combined - no_graph
MED1,0.6721224983533224,0.6660406390825907,0.006081859270731608,3,replogle_k562,500,combined - no_graph
MED10,0.5799119273821512,0.5756218433380127,0.004290084044138591,3,replogle_k562,500,combined - no_graph
MED9,0.7029052972793579,0.6950010855992635,0.0079042116800944,3,replogle_k562,500,combined - no_graph
MRPL2,0.24282198150952658,0.2667205333709717,-0.02389855186144511,3,replogle_k562,500,combined - no_graph
MRPS14,0.21252618730068207,0.22096141676108041,-0.008435229460398356,3,replogle_k562,500,combined - no_graph
MYO1H,-0.041885255525509514,-0.044324569404125214,0.0024393138786156974,3,replogle_k562,500,combined - no_graph
N6AMT1,-0.09231543789307277,-0.10356601079305013,0.011250572899977366,3,replogle_k562,500,combined - no_graph
NAA38,0.6515023310979208,0.6462780435880026,0.005224287509918213,3,replogle_k562,500,combined - no_graph
NAF1,0.008723349931339422,0.014226485975086689,-0.005503136043747266,3,replogle_k562,500,combined - no_graph
NUP98,0.7518712282180786,0.7506138682365417,0.0012573599815368652,3,replogle_k562,500,combined - no_graph
OIP5,-0.17336638271808624,-0.1603398323059082,-0.01302655041217804,3,replogle_k562,500,combined - no_graph
